cnpj_base,cnpj_ordem,cnpj_dv,matriz_filial,nome_fantasia,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,nome_cidade_exterior,pais,data_inicio_atividade,cnae_principal,cnaes_secundarios,tipo_logradouro,logradouro,numero,complemento,bairro,cep,uf,codigo_municipio,ddd1,telefone1,ddd2,telefone2,ddd_fax,fax,email1,email2,email3
29969185,9600,14,1,SERVTEC CENTRAL,08,20061115,MUDANCA ENDERECO,,,19900707,8487281,"6338202,8890531,2184821,6354028",RUA,TIRADENTES,138,GALPAO,SANTA LUZIA,86933-609,PR,4113700,43,33838053,,,,,contato@servteccentrlondri.com.br,contato@servteccentrlondri.com.br,
08876866,7741,12,2,DISTRIBUIDORA DO BAIRRO,02,20190813,MUDANCA ENDERECO,,,20150228,2907429,"1174198,5883893,5523846",ESTRADA,GETULIO VARGAS,8803,ANDAR 3,VILA NOVA,66258-404,PA,1501402,91,26687292,,,,,contato@distribuidorbelém.com.br,,
40303505,0432,98,2,LOJA POPULAR,08,20041029,REORGANIZACAO SOCIETARIA,,,20210501,8755889,5994451,AVENIDA,GETULIO VARGAS,7684,SALA 101,INDUSTRIAL,78221-018,MT,5103403,65,33132688,,,,,contato@lojapopularcuiabá.com.br,,
66682600,9603,63,2,GAMA CENTRAL,02,20090427,MUDANCA ENDERECO,,,20030916,9363099,"1985732,6962769,1403837,8618522",TRAVESSA,PAULISTA,3751,FUNDOS,BOA VISTA,66193-124,PA,1501402,91,60052063,,,,,contato@gamacentralbelém.com.br,,
44507514,1944,98,2,GLOBAL POPULAR,08,20080111,REGULARIZACAO,,,20211113,5695648,8895052,ALAMEDA,BRASIL,5196,GALPAO,CENTRO,70871-131,DF,5300108,61,95359604,,,,,contato@globalpopulabrasíl.com.br,,
80616052,3202,86,1,GLOBAL EIRELI,02,20110321,REGULARIZACAO,,,20020116,7279921,"3701528,5979069,3063439",ESTRADA,FLORES,1025,FUNDOS,BOA VISTA,44409-138,BA,2910800,75,88676377,75,84179525,75,42407826,contato@globaleirelifeirad.com.br,,
35377324,6212,73,2,COMERCIAL MAX,02,20050811,REORGANIZACAO SOCIETARIA,,,20100508,6264051,"1093690,1647783",ALAMEDA,FLORES,2178,ANDAR 3,SÃO JOSÉ,68214-038,AP,1600303,96,52002397,,,,,contato@comercialmaxmacapá.com.br,,
91367279,8541,39,1,BETA MAX,02,20190815,REGULARIZACAO,,,20010616,7255256,"2977497,9428452,6337665",ALAMEDA,DOS ANDRADAS,4581,SALA 101,VILA NOVA,96951-603,RS,4314407,53,22813269,,,,,contato@betamaxpelota.com.br,,
25211096,6319,31,2,GAMA LTDA,02,20041228,REORGANIZACAO SOCIETARIA,,,20180610,5662416,"1764671,8583497,7966859",RODOVIA,TIRADENTES,6976,ANDAR 3,INDUSTRIAL,24934-103,RJ,3303302,21,25377408,,,,,contato@gamaltdaniteró.com.br,,
55484018,3017,53,1,GAMA LTDA,02,20150325,,,,20160408,6015346,3743378,ALAMEDA,DOS ANDRADAS,2260,GALPAO,SANTA LUZIA,89549-073,SC,4209102,47,20401560,47,32622032,,,contato@gamaltdajoinvi.com.br,,
71543419,1229,05,2,GAMA DO BAIRRO,08,20190717,REGULARIZACAO,,,20040428,2603144,4648826,ESTRADA,TIRADENTES,7194,FUNDOS,VILA NOVA,50302-324,PE,2611606,81,26136771,,,,,contato@gamadobairrorecife.com.br,,
37930671,4388,13,2,DISTRIBUIDORA EIRELI,02,20250708,,,,19980521,7303542,"2139141,9248717",RODOVIA,FLORES,2151,GALPAO,CENTRO,13389-207,SP,3509502,19,43465580,19,79023672,19,83788441,contato@distribuidorcampin.com.br,,
91200157,1562,93,2,COMERCIAL POPULAR,08,20060619,REORGANIZACAO SOCIETARIA,,,20050515,2383396,8659084,RODOVIA,RIO BRANCO,2631,SALA 101,SÃO JOSÉ,87445-512,PR,4115200,44,37931276,44,86601261,44,90733583,contato@comercialpopmaring.com.br,,
45636462,2956,24,2,SERVTEC ME,08,20110412,MUDANCA ENDERECO,,,19941123,9213802,"5289270,7079257,6551072,5767474",RUA,DOS ANDRADAS,4173,FUNDOS,CENTRO,44801-380,BA,2910800,75,64704283,75,52193811,,,contato@servtecmefeirad.com.br,,
58766953,2345,94,2,SERVTEC MAX,02,20161029,REGULARIZACAO,,,19921025,3735561,"6592240,6947640",RUA,TIRADENTES,4720,LOJA 2,INDUSTRIAL,60270-254,CE,2304400,85,49776331,,,,,contato@servtecmaxfortal.com.br,,
51075056,5543,00,2,GAMA EXPRESS,08,20050731,REGULARIZACAO,,,20250505,7538136,4706107,ALAMEDA,RIO BRANCO,4273,GALPAO,SANTO ANTÔNIO,90885-069,RS,4314902,51,79663037,,,,,contato@gamaexpressportoa.com.br,,
87541655,3568,29,1,LOJA ME,08,20150812,MUDANCA ENDERECO,,,20220406,2726672,"1121870,5227465,4689428,3218054",RODOVIA,RIO BRANCO,3728,SALA 101,SANTO ANTÔNIO,60954-768,CE,2304400,85,45983897,,,,,contato@lojamefortal.com.br,,
56270724,5366,66,1,ALFA ME,02,20040707,REGULARIZACAO,,,20100917,4100504,"2108047,9911908",TRAVESSA,BRASIL,8648,FUNDOS,BOA VISTA,13917-384,SP,3509502,19,88023712,,,,,contato@alfamecampin.com.br,,
26395668,7621,98,2,ALFA DO BAIRRO,08,20140901,,,,20220709,3903981,"3877668,3783641,2615883",RUA,PAULISTA,8789,,SANTO ANTÔNIO,89444-342,SC,4209102,47,99691111,,,,,contato@alfadobairrojoinvi.com.br,,
85515957,6215,87,2,BRASIL CENTRAL,08,20000612,,,,20210818,4581657,"2670988,9951737",RUA,SETEMBRO,6723,LOJA 2,INDUSTRIAL,60246-397,CE,2304400,85,20953463,,,,,contato@brasilcentrafortal.com.br,,
80985520,2745,87,2,ALFA POPULAR,08,20160805,REGULARIZACAO,,,20070227,9809483,"8139482,3057705,7690511",RODOVIA,SETEMBRO,7687,ANDAR 3,JARDIM AMÉRICA,59751-041,RN,2408102,84,87004792,84,22665542,,,contato@alfapopularnatal.com.br,,
83017683,2388,67,1,BRASIL LTDA,02,20230122,,,,20080130,4125819,"6222311,7210204",ALAMEDA,DOS ANDRADAS,4931,LOJA 2,CENTRO,50711-253,PE,2611606,81,89423578,,,,,contato@brasilltdarecife.com.br,contato@brasilltda2recife.com.br,
80447020,8046,24,2,ALFA EXPRESS,02,20220512,REGULARIZACAO,,,20190817,1989690,"8264774,9277793,9154413,4204992",AVENIDA,FLORES,2735,ANDAR 3,VILA NOVA,76143-726,RO,1100205,69,39842921,,,,,contato@alfaexpressportov.com.br,,
70737069,9481,89,1,DISTRIBUIDORA EIRELI,08,20000319,,,,19900304,1279837,4706742,ESTRADA,BRASIL,9441,GALPAO,SÃO JOSÉ,95850-696,RS,4305108,54,44569461,,,,,contato@distribuidorcaxias.com.br,,
49906846,0102,12,2,SERVTEC MAX,02,20010218,REGULARIZACAO,,,19920216,1249648,"4214541,8111494,7346610,6095474",TRAVESSA,FLORES,3970,ANDAR 3,SANTO ANTÔNIO,88175-308,SC,4205407,48,76975660,,,,,contato@servtecmaxfloria.com.br,,
35815813,4340,81,2,MERCADINHO ME,08,20140803,REORGANIZACAO SOCIETARIA,,,20160322,4021547,7213708,RUA,DOS ANDRADAS,6876,,SANTA LUZIA,69910-175,RR,1400100,95,29915781,,,,,contato@mercadinhomeboavis.com.br,,
25402793,8321,18,2,DISTRIBUIDORA LTDA,02,20240311,REGULARIZACAO,,,20000119,8998756,"8819606,1250125,1890797",TRAVESSA,RIO BRANCO,4685,,INDUSTRIAL,69230-020,AM,1302603,92,92345800,92,60643369,,,contato@distribuidormanaus.com.br,,
67669975,0684,61,2,ALFA POPULAR,08,20201109,,,,19920917,1379064,2236426,ESTRADA,DOS ANDRADAS,2482,LOJA 2,JARDIM AMÉRICA,60366-235,CE,2304400,85,50504045,,,,,contato@alfapopularfortal.com.br,contato@alfapopular2fortal.com.br,
27727594,3351,46,1,MERCADINHO ME,08,20140613,MUDANCA ENDERECO,,,19930424,7520442,"7414323,8948188,5449487",TRAVESSA,SETEMBRO,8141,GALPAO,SÃO JOSÉ,64535-158,PI,2211001,86,77731219,,,,,contato@mercadinhometeresi.com.br,,
24335309,7658,02,1,BRASIL ME,08,20230511,MUDANCA ENDERECO,,,20010517,2919017,"4833148,5320078,2119065",ESTRADA,FLORES,1662,SALA 101,SÃO JOSÉ,36376-072,MG,3136702,32,80592907,,,,,contato@brasilmejuizde.com.br,,
78399169,1060,81,2,MERCADINHO EXPRESS,02,20110404,,,,20010123,8950624,5726504,RUA,SETEMBRO,8505,LOJA 2,JARDIM AMÉRICA,86980-670,PR,4113700,43,83384192,,,,,contato@mercadinhoexlondri.com.br,,
92530006,0804,67,1,DISTRIBUIDORA CENTRAL,02,20000721,,,,19991221,9905683,"3323089,8036449,8021493,4556687",ESTRADA,TIRADENTES,6903,ANDAR 3,SANTO ANTÔNIO,69246-763,RR,1400100,95,79678232,,,,,contato@distribuidorboavis.com.br,contato@distribuidorboavis.com.br,contato@distribuidorboavis.com.br
35326246,1710,33,2,ALFA CENTRAL,08,20170601,MUDANCA ENDERECO,,,20030609,7641564,"4548966,7389434,7887524,6764367",RODOVIA,SETEMBRO,8860,FUNDOS,JARDIM AMÉRICA,60043-771,CE,2304400,85,40416277,,,,,contato@alfacentralfortal.com.br,,
30805699,4351,40,1,LOJA EIRELI,08,20130117,REORGANIZACAO SOCIETARIA,,,20200708,6876819,"1292206,5590688,2432170,5221465",ESTRADA,BRASIL,6536,GALPAO,VILA NOVA,78297-940,MT,5103403,65,65416088,,,,,contato@lojaeirelicuiabá.com.br,,
00675493,4309,86,1,COMERCIAL CENTRAL,02,20061026,REORGANIZACAO SOCIETARIA,,,20040626,2167785,"9560129,7777127,7492317,4297740",TRAVESSA,TIRADENTES,8574,LOJA 2,BOA VISTA,74954-694,GO,5208707,62,78401489,62,81362892,62,72093141,contato@comercialcengoiâni.com.br,,
06379095,8239,86,2,DISTRIBUIDORA LTDA,02,20120919,REORGANIZACAO SOCIETARIA,,,19960602,1316095,8277211,ESTRADA,SETEMBRO,7183,ANDAR 3,SANTA LUZIA,29816-129,ES,3205309,27,33808473,27,50661335,27,65162932,contato@distribuidorvitóri.com.br,,
38614076,2582,33,1,SERVTEC DO BAIRRO,08,20190419,REGULARIZACAO,,,20071019,5779296,"2536722,9131576,5690340",ALAMEDA,DOS ANDRADAS,1386,LOJA 2,BOA VISTA,29866-510,ES,3205309,27,24936791,,,,,contato@servtecdobaivitóri.com.br,,contato@servtecdobaivitóri.com.br
89388686,7042,63,2,GLOBAL CENTRAL,02,20130905,REORGANIZACAO SOCIETARIA,,,19980611,8237179,"9300167,2784684,2582223",RUA,DOS ANDRADAS,1006,LOJA 2,CENTRO,76284-694,RO,1100205,69,69235980,,,,,contato@globalcentraportov.com.br,,
86447627,7204,76,2,GLOBAL CENTRAL,02,20150816,MUDANCA ENDERECO,,,20250107,3969814,8344397,ALAMEDA,TIRADENTES,4712,SALA 101,BOA VISTA,29469-883,ES,3205200,27,67398962,,,,,contato@globalcentravilave.com.br,,
90044971,3755,91,2,MERCADINHO CENTRAL,02,20010522,MUDANCA ENDERECO,,,19960713,1373612,2583028,RUA,GETULIO VARGAS,4419,SALA 101,SÃO JOSÉ,36650-135,MG,3136702,32,26075648,,,,,contato@mercadinhocejuizde.com.br,,
46036582,6995,14,2,BRASIL DO BAIRRO,02,20060616,MUDANCA ENDERECO,,,20030122,5133703,4698677,AVENIDA,PAULISTA,6767,ANDAR 3,JARDIM AMÉRICA,29891-345,ES,3205309,27,73887690,27,64012988,27,54245039,contato@brasildobairvitóri.com.br,contato@brasildobairvitóri.com.br,
81864138,3237,09,1,ALFA DO BAIRRO,02,20080804,REORGANIZACAO SOCIETARIA,,,20040602,6750774,"8981255,5616793,4081115,6449339",RUA,DOS ANDRADAS,6497,,VILA NOVA,70973-861,DF,5300108,61,30213649,61,97461724,,,contato@alfadobairrobrasíl.com.br,,
57549097,0922,10,1,GAMA LTDA,08,20060417,REGULARIZACAO,,,20160227,2360597,"4687637,9848637",AVENIDA,FLORES,7426,SALA 101,SANTO ANTÔNIO,13902-208,SP,3509502,19,82364712,,,,,contato@gamaltdacampin.com.br,,
87692478,0702,52,2,LOJA EIRELI,02,20101211,,,,19950910,8354225,"5409095,5092775",RUA,SETEMBRO,1191,FUNDOS,BOA VISTA,60217-232,CE,2304400,85,89956858,,,,,contato@lojaeirelifortal.com.br,,
47807616,1505,96,1,LOJA LTDA,08,20121111,MUDANCA ENDERECO,,,20060527,6042469,6313680,TRAVESSA,TIRADENTES,595,ANDAR 3,SANTA LUZIA,50601-743,PE,2611606,81,98335102,,,,,contato@lojaltdarecife.com.br,,
55375454,8774,18,1,COMERCIAL MAX,02,20060828,MUDANCA ENDERECO,,,20160903,6911162,"9834757,8877942,3188542,9661887",RUA,SETEMBRO,3022,ANDAR 3,SÃO JOSÉ,50752-263,PE,2611606,81,32903787,,,,,contato@comercialmaxrecife.com.br,,
34499796,4932,65,2,MERCADINHO MAX,02,20001111,,,,20090212,8525750,"2085558,6791782,8079091",TRAVESSA,BRASIL,5724,,BOA VISTA,80689-296,PR,4106902,41,86552330,,,,,contato@mercadinhomacuriti.com.br,,
56485398,9172,61,2,ALFA EXPRESS,02,20030704,MUDANCA ENDERECO,,,20210422,9977735,"3893825,4668466,6016349,6268799",ALAMEDA,RIO BRANCO,199,GALPAO,BOA VISTA,95626-162,RS,4305108,54,64417652,,,,,contato@alfaexpresscaxias.com.br,,
53781033,4089,50,1,LOJA MAX,08,20100429,,,,20170612,5643600,6906290,ESTRADA,FLORES,3323,FUNDOS,CENTRO,40575-637,BA,2927408,71,53758161,,,,,contato@lojamaxsalvad.com.br,,
92573204,8378,75,1,LOJA CENTRAL,08,20120803,REGULARIZACAO,,,20240305,9611397,"4986110,3539800",AVENIDA,FLORES,5310,GALPAO,JARDIM AMÉRICA,49519-717,SE,2800308,79,34621305,79,81869596,,,contato@lojacentralaracaj.com.br,contato@lojacentral2aracaj.com.br,
72671982,9003,60,2,COMERCIAL EIRELI,02,20010217,REORGANIZACAO SOCIETARIA,,,20230814,4932182,"2041537,3527862,1775250",ESTRADA,TIRADENTES,2629,SALA 101,SANTA LUZIA,13404-859,SP,3509502,19,29378331,,,,,contato@comercialeircampin.com.br,,
44858321,6426,16,2,MERCADINHO MAX,02,20240523,REORGANIZACAO SOCIETARIA,,,20150103,6617366,"8505968,4402745,2707540,8742724",AVENIDA,DOS ANDRADAS,2280,SALA 101,INDUSTRIAL,57581-786,AL,2704302,82,79257675,,,,,contato@mercadinhomamaceió.com.br,contato@mercadinhomamaceió.com.br,
25200830,2082,97,2,GAMA ME,08,20160801,,,,19920527,7216036,8794430,TRAVESSA,BRASIL,6032,SALA 101,VILA NOVA,78594-953,MT,5103403,65,31894394,,,,,contato@gamamecuiabá.com.br,,
49954455,4059,23,2,LOJA EIRELI,02,20070312,REGULARIZACAO,,,19910214,1320566,"4315916,8133407,1836660,3797985",RODOVIA,FLORES,3874,GALPAO,SANTA LUZIA,32744-994,MG,3118601,31,25327594,,,,,contato@lojaeirelicontag.com.br,,
60894152,7669,21,1,BRASIL EIRELI,02,20210114,MUDANCA ENDERECO,,,20000915,8347786,6742893,RODOVIA,FLORES,9118,,JARDIM AMÉRICA,79665-642,MS,5002704,67,31902582,,,,,contato@brasileirelicampog.com.br,contato@brasileirelicampog.com.br,
87922815,9440,46,2,GAMA EIRELI,02,20011201,REGULARIZACAO,,,20110824,2948039,"2255421,9946357,3059323",TRAVESSA,FLORES,37,GALPAO,VILA NOVA,01198-993,SP,3550308,11,72208305,11,34024031,,,contato@gamaeirelisãopau.com.br,,
63301434,3033,68,1,GAMA LTDA,08,20071214,REORGANIZACAO SOCIETARIA,,,20080307,9766826,3827723,AVENIDA,DOS ANDRADAS,2318,ANDAR 3,INDUSTRIAL,36036-452,MG,3136702,32,89352649,,,,,contato@gamaltdajuizde.com.br,,contato@gamaltda3juizde.com.br
68437755,3285,65,2,COMERCIAL LTDA,02,20190210,REORGANIZACAO SOCIETARIA,,,20250624,6641125,"4115733,7692865",ALAMEDA,SETEMBRO,264,SALA 101,INDUSTRIAL,69579-779,AM,1302603,92,74243179,,,,,contato@comercialltdmanaus.com.br,,
20783272,9639,03,1,LOJA ME,08,20010218,,,,20210911,6157871,"6740779,8689097,6732470",ESTRADA,PAULISTA,4633,SALA 101,BOA VISTA,38833-010,MG,3170206,34,22745914,,,,,contato@lojameuberlâ.com.br,,
50631222,1088,53,1,COMERCIAL DO BAIRRO,08,20020711,REGULARIZACAO,,,19920212,6525544,6453718,ESTRADA,RIO BRANCO,7908,SALA 101,JARDIM AMÉRICA,50333-789,PE,2611606,81,23672279,,,,,contato@comercialdobrecife.com.br,,
92765232,2247,23,1,GAMA EXPRESS,08,20150811,,,,20060724,9492276,"3791552,1541036",ALAMEDA,BRASIL,2132,LOJA 2,VILA NOVA,01172-665,SP,3550308,11,82879282,,,,,contato@gamaexpresssãopau.com.br,,
41925864,3962,23,1,COMERCIAL DO BAIRRO,02,20150710,,,,20240505,4475976,"2828989,5557740",ESTRADA,TIRADENTES,5487,SALA 101,SANTA LUZIA,65631-753,MA,2111300,98,41183417,98,37436655,,,contato@comercialdobsãoluí.com.br,contato@comercialdobsãoluí.com.br,
94634072,8483,27,2,BRASIL EXPRESS,02,20251104,MUDANCA ENDERECO,,,20130806,9599497,"9518530,7664523,7336808,1548327",ESTRADA,FLORES,8558,FUNDOS,SÃO JOSÉ,78018-707,MT,5103403,65,92458268,,,,,contato@brasilexprescuiabá.com.br,contato@brasilexprescuiabá.com.br,
53605502,5422,69,2,DISTRIBUIDORA CENTRAL,02,20121215,MUDANCA ENDERECO,,,20060629,7428695,"6237066,7959479,4937419",TRAVESSA,DOS ANDRADAS,6573,,BOA VISTA,36934-188,MG,3136702,32,56537541,32,73257413,,,contato@distribuidorjuizde.com.br,contato@distribuidorjuizde.com.br,
24795397,5893,91,2,SERVTEC DO BAIRRO,08,20160616,REORGANIZACAO SOCIETARIA,,,20071009,3739938,"2692038,3551919,6952931",RODOVIA,TIRADENTES,3793,SALA 101,SANTO ANTÔNIO,69188-643,AM,1302603,92,42741413,92,88207383,,,contato@servtecdobaimanaus.com.br,,
39118745,5635,40,2,BRASIL LTDA,02,20050305,MUDANCA ENDERECO,,,20061201,4676887,3193562,AVENIDA,SETEMBRO,328,LOJA 2,CENTRO,38151-953,MG,3170206,34,38386210,,,,,contato@brasilltdauberlâ.com.br,,
84687320,2965,94,1,GLOBAL EIRELI,02,20031011,MUDANCA ENDERECO,,,19910324,6014037,2884980,RUA,TIRADENTES,5378,LOJA 2,BOA VISTA,50465-265,PE,2611606,81,78655611,,,,,contato@globaleirelirecife.com.br,,
03688990,0410,02,1,GLOBAL LTDA,08,20230511,REORGANIZACAO SOCIETARIA,,,19960813,4492853,"4771677,2452392,5551033",RUA,SETEMBRO,4473,,CENTRO,90463-320,RS,4314902,51,93468481,,,,,contato@globalltdaportoa.com.br,,
64234280,3041,54,1,DISTRIBUIDORA POPULAR,08,20010612,REORGANIZACAO SOCIETARIA,,,20190906,6949545,"3457297,6005360,9387274,2628367",RUA,SETEMBRO,4394,SALA 101,VILA NOVA,78764-226,MT,5103403,65,23267307,65,99261135,,,contato@distribuidorcuiabá.com.br,,
34969949,5171,45,1,GLOBAL EIRELI,08,20010428,REORGANIZACAO SOCIETARIA,,,20000221,7454390,"1633354,3038146",AVENIDA,PAULISTA,6093,FUNDOS,CENTRO,01176-074,SP,3550308,11,25759597,11,25754093,11,44606247,contato@globaleirelisãopau.com.br,,
48472508,0920,31,2,GLOBAL CENTRAL,08,20081023,,,,20220714,9653480,"1012505,5997170,4516876,8842528",ALAMEDA,BRASIL,2745,SALA 101,JARDIM AMÉRICA,13465-911,SP,3509502,19,70742742,,,,,contato@globalcentracampin.com.br,,
56513853,3659,82,2,GLOBAL ME,02,20100618,,,,20050829,9381279,"6098179,4436503,2774681",AVENIDA,FLORES,6108,GALPAO,BOA VISTA,60771-165,CE,2304400,85,38038600,85,72924373,,,contato@globalmefortal.com.br,,
16209370,1682,62,1,MERCADINHO DO BAIRRO,02,20060225,,,,19941220,2715514,"1961437,1836746",ESTRADA,BRASIL,1106,,CENTRO,01877-476,SP,3550308,11,30099435,,,,,contato@mercadinhodosãopau.com.br,contato@mercadinhodosãopau.com.br,
84916915,1182,26,2,BETA CENTRAL,08,20081230,,,,20081028,5881375,"4220349,1076915,6299469",TRAVESSA,GETULIO VARGAS,9523,ANDAR 3,JARDIM AMÉRICA,44775-366,BA,2910800,75,41896609,75,22066203,,,contato@betacentralfeirad.com.br,,
86221230,3563,49,2,GAMA EIRELI,02,20210621,MUDANCA ENDERECO,,,20200908,5962332,"8329038,6187608",ALAMEDA,GETULIO VARGAS,1615,SALA 101,JARDIM AMÉRICA,29057-666,ES,3205200,27,66225002,,,,,contato@gamaeirelivilave.com.br,,
40938434,1283,83,2,BETA EXPRESS,08,20200407,,,,19910104,8440439,"2250154,4617043,2957519,6953218",RODOVIA,BRASIL,3305,ANDAR 3,VILA NOVA,01497-718,SP,3550308,11,98164760,,,,,contato@betaexpresssãopau.com.br,,
86663985,5246,57,1,COMERCIAL CENTRAL,08,20190901,,,,20250503,6011234,"7124770,9210733,2129436,7897912",RODOVIA,DOS ANDRADAS,5126,,BOA VISTA,25444-137,RJ,3301702,21,35569876,,,,,contato@comercialcenduqued.com.br,,
99218901,6744,57,1,BRASIL DO BAIRRO,08,20220410,,,,20050615,9760483,"6961411,3636431,3431399,2616291",ESTRADA,DOS ANDRADAS,295,ANDAR 3,SANTO ANTÔNIO,96777-863,RS,4314407,53,34103982,,,,,contato@brasildobairpelota.com.br,,
25625977,7970,82,2,ALFA POPULAR,08,20150423,,,,19951016,1161031,"5898447,9959572,5148699,2138279",TRAVESSA,SETEMBRO,9174,FUNDOS,CENTRO,50043-580,PE,2611606,81,31684470,81,21286075,,,contato@alfapopularrecife.com.br,,
84487128,0156,62,2,MERCADINHO DO BAIRRO,02,20220123,MUDANCA ENDERECO,,,20080202,5063733,6861444,AVENIDA,GETULIO VARGAS,7477,FUNDOS,SANTO ANTÔNIO,96431-778,RS,4314407,53,68908865,,,,,contato@mercadinhodopelota.com.br,,
30623848,5221,29,1,BETA DO BAIRRO,08,20150102,MUDANCA ENDERECO,,,20120204,8493768,"9044702,7118222,9265800,7934781",ESTRADA,PAULISTA,6725,LOJA 2,SÃO JOSÉ,78846-062,MT,5103403,65,26975990,,,,,contato@betadobairrocuiabá.com.br,,
78016748,2201,75,1,ALFA EIRELI,08,20230728,,,,20161119,7906181,"3935276,1773041,1311873,3399046",ALAMEDA,FLORES,2350,ANDAR 3,CENTRO,65921-543,MA,2111300,98,42976877,,,,,contato@alfaeirelisãoluí.com.br,,
37491047,5524,08,2,BRASIL EIRELI,02,20060726,,,,20040723,9490283,"9281022,5866179,1136239,5397389",RODOVIA,PAULISTA,6351,SALA 101,BOA VISTA,29906-304,ES,3205002,27,31613281,,,,,contato@brasileireliserra.com.br,,
96105519,2227,83,1,MERCADINHO DO BAIRRO,02,20051016,MUDANCA ENDERECO,,,20240321,9210622,"9585520,5127967",RODOVIA,BRASIL,2496,GALPAO,SÃO JOSÉ,96885-394,RS,4314407,53,82956261,,,,,contato@mercadinhodopelota.com.br,,
72041368,8476,30,1,BRASIL EXPRESS,08,20250720,REORGANIZACAO SOCIETARIA,,,20250308,8340091,"2672185,4063238,4188079",RUA,GETULIO VARGAS,5789,ANDAR 3,SÃO JOSÉ,96313-050,RS,4314407,53,33979709,,,,,contato@brasilexprespelota.com.br,,
93889362,4399,26,1,ALFA EXPRESS,08,20121117,MUDANCA ENDERECO,,,19920804,3737739,"7715559,8130273,8536368,6423695",AVENIDA,GETULIO VARGAS,7546,,INDUSTRIAL,70514-859,DF,5300108,61,26085616,,,,,contato@alfaexpressbrasíl.com.br,,
22033909,6374,54,1,GLOBAL ME,02,20210620,,,,20050610,1526062,4628608,RUA,RIO BRANCO,5391,FUNDOS,SANTA LUZIA,70897-196,DF,5300108,61,64358548,,,,,contato@globalmebrasíl.com.br,contato@globalme2brasíl.com.br,
14035659,0894,62,2,COMERCIAL LTDA,08,20150505,REGULARIZACAO,,,20091023,1334801,"9683739,4155308",ALAMEDA,GETULIO VARGAS,8542,LOJA 2,JARDIM AMÉRICA,90389-632,RS,4314902,51,55456119,,,,,contato@comercialltdportoa.com.br,,
88842420,6174,12,2,BETA CENTRAL,02,20171003,,,,20220304,8197265,"2548655,4986794,5679969",ALAMEDA,GETULIO VARGAS,400,ANDAR 3,BOA VISTA,69795-156,RR,1400100,95,97072571,95,43455388,,,contato@betacentralboavis.com.br,,
73810341,9631,84,1,BETA DO BAIRRO,08,20180811,MUDANCA ENDERECO,,,19970428,9025099,"8810856,1612768",ESTRADA,FLORES,1755,SALA 101,JARDIM AMÉRICA,24639-610,RJ,3303302,21,48173325,,,21,25048573,contato@betadobairroniteró.com.br,,
06948436,3029,67,2,MERCADINHO ME,08,20181007,,,,20120717,7404013,"7956170,5193935,1696949,4743409",ALAMEDA,DOS ANDRADAS,3866,,BOA VISTA,36357-036,MG,3136702,32,47298894,,,,,contato@mercadinhomejuizde.com.br,,
55787119,2382,72,2,COMERCIAL EXPRESS,02,20181210,,,,20200827,4420760,"8355463,2326951,6445711,9120472",RODOVIA,PAULISTA,2691,LOJA 2,SANTA LUZIA,80332-544,PR,4106902,41,53039215,,,,,contato@comercialexpcuriti.com.br,,
52471813,3981,75,2,SERVTEC EIRELI,08,20170707,REGULARIZACAO,,,19920320,2509834,"3541418,8107114",RODOVIA,PAULISTA,1079,FUNDOS,INDUSTRIAL,69618-487,AM,1302603,92,95385615,,,,,contato@servteceirelmanaus.com.br,,contato@servteceirelmanaus.com.br
75714026,4985,94,1,COMERCIAL MAX,08,20080601,MUDANCA ENDERECO,,,20240522,7975125,"1392374,7083461,5554778,8494188",RUA,FLORES,9798,ANDAR 3,VILA NOVA,70545-641,DF,5300108,61,27853576,61,98433936,,,contato@comercialmaxbrasíl.com.br,,
02944066,7014,26,2,COMERCIAL MAX,02,20231004,MUDANCA ENDERECO,,,20100920,3162500,6329882,TRAVESSA,FLORES,7462,GALPAO,CENTRO,69977-165,RR,1400100,95,96084323,,,,,contato@comercialmaxboavis.com.br,,
44880309,9948,37,1,GLOBAL MAX,08,20230426,MUDANCA ENDERECO,,,20150605,6148392,"8933467,1910577",ESTRADA,RIO BRANCO,9287,SALA 101,SANTA LUZIA,40730-196,BA,2927408,71,82709976,71,60017069,,,contato@globalmaxsalvad.com.br,,
88045771,9259,56,1,GLOBAL DO BAIRRO,02,20200903,,,,20110117,2444995,"4674571,1887088,8495718",RUA,PAULISTA,2884,FUNDOS,SÃO JOSÉ,24267-208,RJ,3303302,21,84879919,,,,,contato@globaldobairniteró.com.br,,
43797319,5759,19,1,SERVTEC CENTRAL,08,20101117,MUDANCA ENDERECO,,,19971212,2930776,"6483537,5399368,6514998",ESTRADA,BRASIL,643,ANDAR 3,JARDIM AMÉRICA,66444-454,PA,1501402,91,92409736,,,,,contato@servteccentrbelém.com.br,,
23421259,1721,21,1,GLOBAL CENTRAL,02,20070226,REGULARIZACAO,,,20250514,9542647,"7697950,1858180,5416424,5990232",AVENIDA,TIRADENTES,2825,ANDAR 3,BOA VISTA,29057-023,ES,3205002,27,30041053,27,72161866,,,contato@globalcentraserra.com.br,,
12146063,6919,40,1,ALFA EXPRESS,02,20230417,REGULARIZACAO,,,19930417,6000719,"4505623,8528737,3804014,1658515",RUA,TIRADENTES,3052,GALPAO,CENTRO,57732-564,AL,2704302,82,93483487,,,,,contato@alfaexpressmaceió.com.br,,
